timestamp,station,latitude,longitude,tide,rainfall,temperature,wind_speed,wind_direction,ndvi,chlorophyll,cyclone,flood
2015-01-01,Chennai,13.08,80.27,2.0993428306022466,0.0,29.021635213827608,10.266998838122744,186.06544427085336,0.5684968359934134,1.2565117879329855,0,0
2015-01-02,Chennai,13.08,80.27,1.9981671739995153,0.2994677684967968,29.522434815022926,4.22788514092739,320.1216809705954,0.5304136050922318,1.0305674647218683,0,0
2015-01-03,Chennai,13.08,80.27,2.181170125054257,0.7312435884107993,27.12192152075206,7.817509478541005,356.2427814584903,0.617804237948224,1.0054406378600247,0,0
2015-01-04,Chennai,13.08,80.27,2.3820354721164856,0.021022852373503653,27.285800091381436,9.026460350640942,41.70047700289311,0.4786358159268386,1.1026146774518062,0,0
2015-01-05,Chennai,13.08,80.27,2.0563729652588125,0.0,27.893758746233328,11.27918337117842,46.783765467691566,0.5960618844719414,1.4776832159936057,0,0
2015-01-06,Chennai,13.08,80.27,2.082119806716334,0.33948837327392134,27.67381997423063,11.446918699620621,46.916680881643586,0.48934829009614284,,0,0
2015-01-07,Chennai,13.08,80.27,2.4704951092726306,4.451707979236879,28.73943536118378,10.699110870146438,245.2237545853899,0.505871832574189,1.4997568973763262,0,0
2015-01-08,Chennai,13.08,80.27,2.333799013179611,0.0,26.6545149381379,12.480100551206252,134.16339437850164,0.6721779600988871,1.2053161845720484,0,0
2015-01-09,Chennai,13.08,80.27,2.112023280982907,0.0,27.568466252529582,9.325702028479196,263.9932780557262,0.49943082037534536,1.0935080357250198,0,0
2015-01-10,Chennai,13.08,80.27,2.3399752397136147,0.8065837911043081,30.310741303496314,12.765554983262728,145.96973023931233,0.6256260652595839,0.8784438173227159,0,0
2015-01-11,Chennai,13.08,80.27,2.164256177709724,0.6986558871528397,27.92824575355937,12.659584926308126,225.9384196795429,0.5497883884276233,1.4362198150166745,0,0
2015-01-12,Chennai,13.08,80.27,2.189194114050815,2.474842301492826,30.184561827319147,12.62814243275538,277.14888204440166,0.5026210503197165,1.500953609072452,0,0
2015-01-13,Chennai,13.08,80.27,2.3560492041161356,0.0,29.380860694933233,11.669602353207688,197.3577278357714,0.48999638137999385,1.1414654185988358,0,0
2015-01-14,Chennai,13.08,80.27,1.9502262205746885,1.587437843864011,27.300339850432568,15.85334338360791,194.2212925620022,0.5718356368794458,1.6893780444760949,0,0
2015-01-15,Chennai,13.08,80.27,2.3130255825063184,11.325343863088175,29.828693025245954,13.333749190909211,31.764357102828406,0.5154263125326127,1.1382434310310894,0,1
2015-01-16,Chennai,13.08,80.27,2.270572436826086,0.0,29.159099173388082,10.563328273492882,147.88142744739653,0.5618287484719054,1.574700341775076,0,0
2015-01-17,Chennai,13.08,80.27,2.2053710122342736,0.8658292485726369,28.904323731420785,13.146207272637993,196.47977516097754,0.48636122128179926,1.600893486039628,0,0
2015-01-18,Chennai,13.08,80.27,2.4955731158399685,2.2714890214215187,29.68736925757505,14.300931271502172,166.3130972399076,0.6042653429497259,1.6782248908029862,0,0
2015-01-19,Chennai,13.08,80.27,2.2757770218801916,1.9827428814049144,29.999239608848235,11.762709063613748,324.2815200678332,0.5143541132211004,1.0813687550889388,0,0
2015-01-20,Chennai,13.08,80.27,2.1994437522714883,0.0,30.313940130436443,15.25685187049049,326.35102756301615,0.5933766201387204,1.6985224011777995,0,0
2015-01-21,Chennai,13.08,80.27,2.799414103175481,1.933729785946734,30.86586734551857,13.978005459864718,295.89025701195425,0.5320671933337793,1.4634354273669978,0,0
2015-01-22,Chennai,13.08,80.27,2.4853589231672504,0.1937830433692218,30.176516523660215,8.660696356463598,135.1073071343232,0.6673967890641217,1.429188716167435,0,0
2015-01-23,Chennai,13.08,80.27,2.5680924552735944,0.5000411390151589,28.472988625667004,14.072635806970839,258.2276946075124,0.5054219710537285,1.6646973084627357,0,0
2015-01-24,Chennai,13.08,80.27,2.2935454721227195,0.5331962378009507,29.454671573566845,12.784640692867825,142.30384598505952,0.6015517731048642,1.6918326596478772,0,0
2015-01-25,Chennai,13.08,80.27,2.4933554389039227,0.12019258106704367,32.95048828129849,14.790083756470443,83.73369563127325,0.6484168084720626,1.0995343017676953,0,0
2015-01-26,Chennai,13.08,80.27,2.647974921860448,2.839326807516615,30.81045907344331,15.71865189609852,123.44495167831738,0.6431023615422492,1.2344463391739047,0,0
2015-01-27,Chennai,13.08,80.27,2.4189646733411863,0.3250556596421559,32.53316526356365,14.330377862317247,25.547267982792775,0.5674911517579652,1.724990371457511,0,0
2015-01-28,Chennai,13.08,80.27,2.7474836162797502,0.0,31.636580790901238,17.375589439764127,119.439903241673,0.5474815358980891,1.5705260735836544,0,0
2015-01-29,Chennai,13.08,80.27,2.5751976683705156,0.0,30.559553426070003,13.787774093648219,165.86719821402178,0.6781346563299725,1.4999423888478187,0,0
2015-01-30,Chennai,13.08,80.27,2.6597620102150277,0.9675890101165106,30.695076270360058,15.48987612688988,343.9731221210988,0.6374365447338323,1.2522629788695374,0,0
